title_norm,label_1,isco_sub_major_group
کارآموزاپراتوری تغلیظ,8,81.0
کارآموزتولیدکاغذخشککننده,8,81.0
کارآموزجرثقیل درجه حمل ونقل,8,83.0
کارآموزجرثقیل معدن,8,83.0
کارآموزراننده جرثقیل ذوب,8,81.0
کارآموزرانندگی وابکو معدن,8,83.0
کارآموزرینگ ریسندگی,8,81.0
کارآموزریگرانبار,8,72.0
کارآموزشاول معدن,8,83.0
کارآموزشستشوی تفاله خمیرسازی,8,81.0
کارآموزکارگر دافرریسندگی وو,8,81.0
کارآموزکمک خلبانی,8,31.0
کاراموز بخش تولید,8,81.0
کاراموز خمیرکاغذ,8,81.0
کاراموزابرسانی کنترل اب,8,
کاراموزاپراتور ریکاوری,8,
کاراموزاپراتوراسکروپرس خمیرسازی,8,81.0
کاراموزاپراتوررینگ,8,
کاراموزبهره برداری کارخانه,8,81.0
کاراموزبوبین پیچ,8,81.0
کاراموزترانسپورت هاروستر,8,83.0
کاراموزتولید,8,81.0
کاراموزخمیرسازی,8,81.0
کاراموزخمیرسازی تهیه کاغذ,8,
کاراموزراننده اموزشی امورمعدن,8,83.0
کاراموزراننده پایه حمل ونقل,8,83.0
کاراموزراننده پایه یک ترانسپورت داخلی,8,83.0
کاراموزراینگ وشیرینگ,8,81.0
کاراموزسرتر تکمیل کاغذ تفکیک کننده,8,81.0
کاراموزلیفتراک ذوب,8,83
کاراموزمتصدی تصفیه خانه اب شهرکها تولیدوتصفی,8,81
کاراموزمتصدی پاپلرمنطقه باگاس,8,81
کاراموزنمونه بردار ریکاوری,8,81
کاراموزنیروگاه,8,81
کاراموزکوره بخارکارخانه,8,81
کاربااره عملیات اولیه,8,81
کاربادریل واگن,8,83
کاربادزپر,8,83
کاربادستگاه استرچ,8,81
کاربادستگاه های آسیاب,8,81
کاربادستگاه پرس بزرگ,8,81
کاربادژپردرمعدن,8,83
کاربر دستگاه نگهدارنده لوله,8,81
کاربر دستگاه کشش لوله,8,81
کاربر ماش,8,81
کاربر منگ,8,81
کاربر موتور لایروب,8,83
کاربرتوریع کارکشی,8,81
کاربردار اسیاب کائوچوک,8,81
کاربردار بلدینک تسمه پروانه,8,81
کاربردار بنبوری,8,81
کاربردار تولید زیره,8,81
کاربردار تکمیل وبسته بتدی,8,81
کاربردار قسمت تزریق,8,81
کاربردار لاستیکی,8,81
کاربردار لویس,8,81
کاربردار پرس تسمه پروانه,8,81
کاربردار چسب سازی برش نواروماشین,8,81
کاربردار کار کشی,8,81
کاربردار کلندو دوبلاژ,8,81
کاربردار کنترل تسمه ساخته شده,8,81
کاربردارکانوابرسوپرفلکس,8,81
کارتن باندزن بیلستردو,8,81
کارتن باندزن تهیه پمادها,8,81
کارتن باندزن جامدات,8,81
کارتن باندزن درجه دو مایعات,8,81
کارتن باندزن درجه یک مایعات,8,81
کارتن باندزن شیشه شربت پرکنی خط,8,81
کارتن زن,8,81
کارتن پرکن,8,81
کارتن چسبان و متصدی تحویل دراژه,8,81
کارتن گذار,8,81
کارتنباندزنشیشهگذاریقسمتپرکنی سوسپانسیون,8,81
کارخانه تولید صندل,8,81
کارخانه تولید ظروف یکبار مصرف,8,81
کارخانه تولید مایعات بهداشتی,8,81
کارخانه سرسیم سازان,8,81
کارخانه قابلمه سازی,8,81
کارخانه لبنیات,8,81
کارخانه کاشی میلاد,8,81
کارخانه کفش,8,82
کارد رینگی,8,81
کاردان اعزام و سیر و حرکت قطارها,8,31
کاردان امولشن تراک,8,83
کاردان اپرون و مارشالر,8,83
کاردان بهره برداری ro1,8,81
کاردان بهره برداری درجه 1,8,81
کاردان بهره برداری درجه 2,8,81
کاردان بهره برداری درجه 3,8,81
کاردان بهره برداری درجه 4,8,81
کاردان بهره برداری پمپ خانه مرکزی,8,81
کاردان تجهیزات حمل و نقل اپراتور ماشین تعویض سوخت,8,81
کاردان تست شلنگ ها,8,31
کاردان تغلیظ لجن,8,81
کاردان تغییر کاربری و مونتاژ,8,82
کاردان توزین و ارسال کالا,8,81
کاردان تولید bm,8,81
کاردان تولید cck,8,81
کاردان تولید fh,8,81
کاردان تولید pt,8,81
کاردان تولید sft,8,81
کاردان تولید بویلر,8,81
کاردان تولید تصفیه خانه etp,8,81
کاردان تولید درجه 1,8,81
کاردان تولید درجه 3,8,81
کاردان تولید درجه 4,8,81
کاردان تولید و بهره وری مسیوول نگهداری و تحویل ملاس,8,81
کاردان تولید پلاستیزول,8,81
کاردان تولیدسفالکسین,8,81
کاردان تولیدضد یخ و شیشه شوی,8,81
کاردان تولیدومونتاژاجزاء,8,82
کاردان تولیدپارافین و,8,81
کاردان جابجایی تجهیزات مدار اول,8,83
کاردان جداسازی,8,81
کاردان جرثقیلهای ریلی و زنجیری,8,81
کاردان خردایش و هموژن سازی,8,81
کاردان خط مونتاژ و مکانیک,8,82
کاردان دوباره خشک کن,8,81
کاردان ریسندگی,8,81
کاردان شیفت ایستگاه اصلی برق,8,81
کاردان شیفت ایکس ری وشارژانبار,8,81
کاردان شیفت جبران ساز کوره,8,81
کاردان شیفت چیلرخانه و سایر سیستم های تهویه,8,81
کاردان فرآیند آب آهن سازی,8,81
کاردان فرآیند آب فولادسازی,8,81
کاردان مولد بخار,8,81
کاردان مونتاژوتست,8,82
کاردان نیمه ماهر تولید,8,81
کاردان واحدزغالشویی,8,81
کاردان پرسهای خط جدید,8,81
کاردان پمپیست,8,81
کاردان کاتافروز قدیم,8,81
کاردان یوتیلیتی و تصفیه خانه,8,81
کاردرسالن تولید,8,81
کاردینگ تولیدموکت نمدی,8,81
کاردینگ ج تولیدوومکانیک,8,81
کاردینگ لائی,8,81
کاردینگ هیدروفیل,8,81
کاردینگ و فلایر,8,81
کاردینگ وحلاجی پلوش بافی,8,81
کاردینگ ودولاکنی,8,81
کاردینگ ونوتاب,8,81
کارروی سنگ شکن,8,81
کارشماربرش ونمره زن برگه,8,81
کارشناس اتاق کنترل ccr,8,81
کارشناس اتاق کنترل آمین،lpg ریکاوری و سولفات آمونیوم,8,81
کارشناس اتاق کنترل بنزن و تولوئن,8,81
کارشناس اتاق کنترل بنزین پیرولیز,8,81
کارشناس اتاق کنترل تفکیک محصولات آروماتیک و تولید پارازایلین,8,81
کارشناس اتاق کنترل تولید بنزن و میکس زایلین,8,81
کارشناس اتاق کنترل تولید ریفورمیت و احیاءکاتالیست,8,81
کارشناس اتاق کنترل جداسازی محصولات,8,81
کارشناس اتاق کنترل شیرین سازی ترکیبات سنگین,8,81
کارشناس بارگیری و تخلیه مایعات,8,81
کارشناس بارگیری و حمل,8,83
کارشناس تخلیه و دپوسازی محصولات,8,83
کارشناس درجه 2 مونتاژکار,8,82
کارشناس درجه 2 پخت کاغذ,8,81
کارشناس راپ وی و سنگ شکن اول,8,81
کارشناس روغنکشی باپرس,8,81
کارشناس سرویسکاری و سوخت رسانی,8,81
کارشناس سوخت رسانی وبویلر کمکی,8,81
کارشناس فنی اپراتوربخار,8,81
کارشناس فنی درجه 2 اپراتوردیک بخار,8,81
کارشناس فنی درجه اپراتوردیک بخار,8,81
کارشناس قندساز,8,81
کارشناس مسئول تولید نیمه جامدات,8,81
کارشناس مسئول تولید پخت صابون,8,81
کارشناس مسئول تولید پودر کفشوی,8,81
کارشناس مسئول تولید گلیسیرین,8,81
کارشناس مسئول لایروبی شرق دز,8,83
کارشناس مسئول کانتینر یخچالی,8,81
کارشناس نوار نقاله تونل,8,81
کارشناس پانچ,8,81
کارشناس پایلوت,8,81
کارشناس پخت تایر,8,81
کارشناس یهره برداری توربین واحد,8,81
کارشناش تولید ذوب و ارسال مواد,8,81
کارمند آماده سازی محصول,8,81
کارمند اتاق کنترل,8,81
کارمند اتوکلاو,8,81
کارمند اسکله,8,83
کارمند اطاق کنترل ایستگاه گاز,8,81
کارمند اطاق کنترل تقطیر,8,81
کارمند اطاق کنترل مخازن,8,81
کارمند اپراتور تعمیرکار دراختیار امور اداری,8,81
کارمند بارگیری محصولات جامد,8,81
کارمند بارگیری و توزین,8,81
کارمند باری,8,83
کارمند ترابری سنگین,8,83
کارمند توزیع برق,8,81
کارمند توزیع و تحویل سوخت,8,83
کارمند تولید cck,8,81
کارمند تولید قسمت تزریق پلاستیک,8,81
کارمند تولیدتزریق,8,81
کارمند رمپ,8,83
کارمند ریسندگی اکریلیک,8,81
کارمند لودمستر,8,83
کارمند و راننده,8,83
کاروتولیدبالمیل کراشر,8,81
کاروتولیدخاک واتمایزر,8,81
کاروتولیدسیلوی خاک,8,81
کارور اجرایی حفاری,8,81
کارور انحلال و جدا سازی,8,81
کارور باسکول,8,81
کارور بجینگ,8,81
کارور برش و پرس,8,81
کارور بسته بندی مواد زن وبسته بندی روغن,8,81
کارور بسته بندی گریس,8,81
کارور تاسیسات جانبی تامین هوا,8,81
کارور تاسیسات جانبی دیگهای بخار,8,81
کارور تبخیر وترسیب,8,81
کارور تسهیلات وتولید بخار,8,81
کارور تکلیس وانتقال محصول,8,81
کارور جرثقیل بالابر تونلی,8,81
کارور خردایش وانتقال مواد,8,81
کارور سوخت,8,81
کارور فرایند تصفیه,8,81
کارور فرایند فورفورال,8,81
کارور فرایند مواد ومخازن,8,81
کارور نوار نقاله بیرونی,8,81
کارور نوار نقاله تونلی,8,81
کارور پمپ تزریق بتن تونل,8,81
کارور پمپ وکمپرسور,8,81
کارور گریس سازی,8,81
کاروربهره برداری,8,81
کارورتغلیظذغال,8,81
کارورتولیدبخش شربت وقرص,8,81
کاروردستکاه چاپ,8,81
کاروردستگاه تراش اتوماتیک,8,81
کاروردستگاه گریزازمرکز,8,81
کارورز حمل و نقل و پشتیبانی پاتیل بر مرتبه,8,83
کارورز مرتبه فولادسازی و ریخته گری مداوم,8,81
کارورز مرتبه نورد گرم,8,81
کارورزارشدرایانه,8,81
کارورزتولیدقطعات,8,81
کارورزجرثقیل هوائی,8,83
کارورزخردکن,8,81
کارورزخطتولیدیک,8,81
کارورزسرند,8,81
کارورزسمباده,8,81
کارورزقسمت تولیدابکاری گالوانیک,8,81
کارورزپرس خطتولیدیک,8,81
کارورفرایندفوررال,8,81
کارورکلاف پیچ تولید,8,81
کارورکوره خم,8,81
کارورکوره پخت,8,81
کاروزریسندگی تیک,8,81
کارپرداز اتوکلاوولاک زنی,8,81
کارپرداز اسیاب,8,81
کارپرداز بسته بندی چسب,8,81
کارپرداز دمپایی ابری,8,81
کارپرداز قسمت پی یو,8,81
کارپرداز معدن خاک,8,83
کارپرداز مواد سازی,8,81
کارپرداز موادسازی پی وی سی,8,81
کارپرداز پرس استری وزیپ زنی,8,81
کارپرداز پرس ودور گیر نعلکی,8,81
کارپرداز چسب سازی برش نواروماشین نخ,8,81
کارپرداز چسب سازی غیر عالی,8,81
کارپرداز کانوایرسوپر فلکس,8,81
کارپرداز گیره زنی وقیچی,8,81
کارپردازاتوماتیک ونیمه اتوماتیک,8,81
کارپردازاسیاب کایوچوک,8,81
کارپردازاکسترودرگرم,8,81
کارپردازبسته بندی وکارتن زنی,8,81
کارپردازبنبوری,8,81
کارپردازتولیدی پلاستیک,8,81
کارکربنبوری,8,81
کارکرد دستگاه نیمه سنگین انجکشن,8,81
کارکردویل معدن زغال,8,83
کارکرسرشیفت چاپ,8,81
کارکرقوطی ساز,8,81
کارکرلبه گیرکلندر,8,81
کارکش تزریق,8,81
کارکش تزریق دورنگ,8,81
کارکنان خطوط راه آهن,8,83
کارکنان صنایع غذایی و مشاغل مربوط,8,81
کارکنان فراوری مواد غذایی و کارکنان حرفه های مرتبط,8,81
کارگاه آسیاب پلاستیک,8,81
کارگاه پنبه زنی,8,81
کارگدمونتاژقدرت,8,82
کارگر cp بخش پلی استر,8,81
کارگر آب شیرین کن,8,81
کارگر آتشباری و خرجگذار,8,81
کارگر آرومتر بند,8,81
کارگر آسانسور بخش پلی استر,8,81
کارگر آسانسورچی و تیوپ بازکن بخش پلی استر,8,81
کارگر آسیاب پودر کاکائو,8,81
کارگر آسیای ضایعات ـ تولید مواد غذایی,8,81
کارگر آسیای ماسه ریخته گری,8,81
کارگر آماده سازی لوله و شیلنگ,8,81
کارگر آماده کن حمل چله چله برجلوکن جلوبربافندگ,8,81
کارگر آماده کن وحمل چله وچله بر وجلوکش,8,81
کارگر آندشکن,8,81
کارگر آون,8,81
کارگر آکروپال,8,81
کارگر اتاق کنترل تصفیه روغن,8,81
کارگر اتوسازی,8,82
کارگر اتوماتیک ضایعات,8,81
کارگر اتوکش وایندر,8,81
کارگر اتوکلاو وقرنطینه,8,81
کارگر اتیکت زنی,8,81
کارگر اجیل پزی,8,81
کارگر ارتوس موکت,8,81
کارگر ارد گیر,8,81
کارگر ارده پز,8,81
کارگر ارشد تولید بالش زنی,8,81
کارگر ارشد خشکن و عدلبندی,8,81
کارگر ارشد سریسازی در آردل,8,81
کارگر ارشد سند میل,8,81
کارگر ارشد پروسس,8,81
کارگر اره و پرس ضایعات,8,81
کارگر اسانس و الک,8,81
کارگر استریپ قلاب,8,81
کارگر اسپات بارج,8,83
کارگر اسکاج,8,81
کارگر اسیاب خلال چغندر قند,8,81
کارگر اسیاب خوراک دام وخوراک دام,8,81
کارگر اسیاب سولفات الومینیوم جامد,8,81
کارگر اسیاب پلاستیک,8,81
کارگر التراسونیک,8,81
کارگر الکائید,8,81
کارگر امبوس پتو,8,81
کارگر امولسیون,8,81
کارگر انباشت و برداشت گندله سازی,8,81
کارگر انترتایپ,8,81
کارگر انتقال تایر خام,8,83
کارگر انتقال تایر خام درجه 1,8,83
کارگر انحلال نمک,8,81
کارگر اندازه گیری دما,8,81
کارگر اندازه گیری و کنترل گاز,8,81
کارگر اور حال پتروشیمی,8,81
کارگر اپراتور مونتاژتزریق کار قطعات لاستیکی خودرو,8,82
کارگر اپراتورتولید اسیاب,8,81
کارگر اپراتوروشستشوی تکمیل ورنگرزی حریر,8,81
کارگر اکسیژن پرکنی و آزمایشگاه,8,81
کارگر ایر تکسچره,8,81
کارگر با تجربه توربین بخار,8,81
کارگر بارج,8,83
کارگر بافنده سولزر,8,81
کارگر بافندگی طاقه,8,81
کارگر بالمیل,8,81
کارگر بخش تولید آجرسفال کلت,8,81
کارگر بخش تولید سوسیس,8,81
کارگر بخش تولید صابون سرو,8,81
کارگر بخش پلیسه,8,81
کارگر بریکت سازی,8,81
کارگر بسته بندی بطری دستگاه سیپا,8,81
کارگر بسته بندی بطری دستگاه پی اف,8,81
کارگر بلندردانه بندی کیسه پر کن,8,81
کارگر بلندینگ,8,81
کارگر بهره برداری اکریلیک,8,81
کارگر بهره برداری درجه 5,8,81
کارگر بهره برداری و نت تاسیسات شبکه ابرسانی,8,81
کارگر بوبین رنگ کنی بافندگی,8,81
کارگر بوبین پیچی رنگ رزی,8,81
کارگر بوبین چین ریسندگی,8,81
کارگر بوبین گذار ریسندگی بوبین بیار,8,81
کارگر بویین یک پست فلایر,8,81
کارگر بی بو کننده درجه یک,8,81
کارگر بیرنگ کننده درجه یک,8,81
کارگر بیرنگ کننده یک مرحله دوم,8,81
کارگر تا سیسات آبرسا نی وباز یا فت آب,8,81
کارگر تائسیسات وتجهیز کار,8,81
کارگر تاسبسات مواد غذایی,8,81
کارگر تاسیسات انبار,8,81
کارگر تاسیسات جدیدالاستخدام,8,81
کارگر تاسیسات جنرال سرویس,8,81
کارگر تاسیسات درجه 3,8,81
کارگر تاسیسات درجه 4,8,81
کارگر تامبلر,8,81
کارگر تانکشوئی,8,81
کارگر تتراپک,8,81
کارگر تخت ریز,8,81
کارگر ترانسفر پلی استر,8,81
کارگر تریمر,8,81
کارگر تزریق پارافین تولید,8,81
کارگر تسمه,8,81
کارگر تسمه آلفلدر,8,81
کارگر تصفیه آب گلسیرین,8,81
"کارگر تصفیه خانه,سدآب بند و شبکه لوله کشی",8,81
کارگر تصفیه پیه,8,81
کارگر تعویض رول,8,81
کارگر تعویض رول درجه 1,8,81
کارگر تعویض رول کلندر,8,81
کارگر تعویض پک,8,81
کارگر تغذیه اولترا,8,81
کارگر تغذیه خطوط جدیدالاستخدام,8,81
کارگر تغذیه خطوط درجه 2,8,81
کارگر تغذیه خطوط درجه1,8,81
کارگر تغذیه خطوط درجه3,8,81
کارگر تغذیه خطوط درجه4,8,81
کارگر تغذیه لاستیک,8,81
کارگر تغذیه کوره ها واحد,8,81
کارگر تغذیه گرانول,8,81
کارگر تلفریک مشاغل سخت,8,81
کارگر تلمبه سوخت,8,81
کارگر تنش گیری,8,81
کارگر تنظیم دهانه ورد,8,81
کارگر تنظیم پارچه ونموگیرحمل حمل پارچه,8,81
کارگر تهویه و اندازه گیری هوا,8,81
کارگر تهویه و کارگاهد تهیه ماسه دیزاماتیک,8,81
کارگر تهیه تراورس,8,81
کارگر تهیه دغاب و بدنه,8,81
کارگر تهیه لاستیک خام,8,81
کارگر تهیه لاک,8,81
کارگر تهیه گرانول و بدنه,8,81
کارگر تهیه گرانول و بدنه درجه 1,8,81
کارگر تواید,8,81
کارگر توزین p.v.c,8,81
کارگر توزین مواد درشت شمیائی,8,81
کارگر توزین پودر الکترود الکترود,8,81
کارگر توللید سپید,8,81
کارگر تولید fh,8,81
کارگر تولید آر اس آ,8,81
کارگر تولید آماده سازی کشک و پنیر و دوغ,8,81
کارگر تولید آمونیاک,8,81
کارگر تولید آهک,8,81
کارگر تولید ائین بان,8,81
کارگر تولید اسپلایس,8,81
کارگر تولید الکتروباس,8,81
کارگر تولید انفیه دستی,8,82
کارگر تولید انواع سس,8,81
کارگر تولید اوره,8,81
کارگر تولید اینتگرال,8,81
کارگر تولید باتری,8,81
کارگر تولید بخش پاستوریزه و cip,8,81
کارگر تولید بوجاری,8,81
کارگر تولید بچ پلنت,8,81
کارگر تولید تصفیه خانه etp,8,81
کارگر تولید جعبه خالی,8,81
کارگر تولید جیر,8,81
کارگر تولید خط جدید ریکا,8,81
کارگر تولید دمپایی,8,81
کارگر تولید دوغ,8,81
کارگر تولید دیزاماتیک,8,81
کارگر تولید رولینگ,8,81
کارگر تولید سا لن ماست,8,81
کارگر تولید ساخت تایر pc,8,81
کارگر تولید سپید,8,81
کارگر تولید سیلیکات,8,81
کارگر تولید شوینده,8,81
کارگر تولید شیرنایلونی,8,81
کارگر تولید شیلنگ دوجداره کج,8,81
کارگر تولید شیلنگ صاف بانداژی,8,81
کارگر تولید شیلنگ فنری,8,81
کارگر تولید عصاره,8,81
کارگر تولید فراورده های گوشتی دستی,8,82
کارگر تولید فروکتوز,8,81
کارگر تولید فوم ویسکو الاستیک,8,81
کارگر تولید قالبگیری خطوط,8,81
کارگر تولید لوله پی وی سی,8,81
کارگر تولید ماسه سیلیسی,8,81
کارگر تولید متانول,8,81
کارگر تولید محصولات بهداشتی و آرایشی,8,81
کارگر تولید محصولات دارویی,8,81
کارگر تولید نئوپان,8,81
کارگر تولید هگزامین,8,81
کارگر تولید و بسته بندی پنیر پیتزا,8,81
کارگر تولید و شارژکپسول,8,81
کارگر تولید وشاغل در معدن,8,81
کارگر تولید پایانه خوراک,8,81
کارگر تولید پنیر uf,8,81
کارگر تولید پیرینت,8,81
کارگر تولید چای مشاغل سخت,8,81
کارگر تولید چک نهایی,8,81
کارگر تولید کارگاه هوزینگ,8,81
کارگر تولید کشک و ماست وموسیر,8,81
کارگر تولید کود شیمیایی,8,81
کارگر تولید گاید و استند نورد سبک,8,81
کارگر تولید گلوکز,8,81
کارگر تولید یوپی,8,81
کارگر تولیداکریلیک جدید,8,81
کارگر تولیدبشکه پلاستیکی,8,81
کارگر تولیدروتشینال,8,81
کارگر تولیدساخت خمیرها,8,81
کارگر تولیدسرندها,8,81
کارگر تولیدی آسیاب و فلوتاسیون,8,81
کارگر تولیدی انحلال,8,81.0
کارگر تولیدی درجه 2 مقدمات بافندیگ,8,
کارگر تولیدی ریسندگی سالن ریسندگی,8,81.0
کارگر تولیدی ساخت وبدنه,8,81.0
کارگر تولیدی شیشه دارو,8,81.0
کارگر تولیدی نیکل,8,81.0
کارگر تولیدی هوی مدیا,8,81.0
کارگر تویستر ریسندگی,8,81.0
کارگر تکمیل شیمیایی,8,81.0
کارگر تکمیل مخمل,8,81.0
کارگر تکمیل نساجی,8,81.0
کارگر تکمیل و بسته بندی مایعات شوینده,8,81.0
کارگر تینر سازی,8,81.0
کارگر تیوپ بازکن بخش پلی استر,8,81.0
کارگر تیوپ سازی تولیدات بخش تولیدات جنبی,8,81.0
کارگر تیکنر,8,81.0
کارگر جرثقیل درجه 3,8,83.0
کارگر جرثقیل دستی امور متالورژی,8,81.0
کارگر جرثقیل و ماشینهای سانتریفیوژ,8,81.0
کارگر جعبه زن مونتاژ,8,82.0
کارگر جعبه زنی دراژه,8,82.0
کارگر جعبه گذار لوله پلاستیکی,8,93.0
کارگر جلوی ماشین استنتر عریض,8,81.0
کارگر جوراب بافی,8,81.0
کارگر حلاجی و عدل گذار و عدل بازکن کارگر حمل بانکه و دوک,8,81.0
کارگر حلاجی و فتیله ریسندگی,8,81.0
کارگر حلقه سازی,8,81.0
کارگر حلقه فاز,8,81.0
کارگر حلقه نورد,8,81.0
کارگر خاور,8,83.0
کارگر خردایش,8,81.0
کارگر خردکن اولیه,8,81.0
کارگر خشابگذار بافندگی چهار مخمل,8,81.0
کارگر خشت زن کوره,8,81.0
کارگر خط آماده سازی دستگاه بندو,8,81.0
کارگر خط انتقال برق,8,74.0
کارگر خط بسته بندی کشتارگاه,8,81.0
کارگر خط توزیع کشتارگاه,8,81.0
کارگر خط تولید آمپول و قطره,8,81.0
کارگر خط تولید اسباب بازی,8,82.0
کارگر خط تولید اسپری,8,81.0
کارگر خط تولید تجهیزات بهداشتی,8,81.0
کارگر خط تولید تصفیه روغن,8,81.0
کارگر خط تولید فولاد بردسیر,8,81.0
کارگر خط تولید فولاد کوبان,8,81.0
کارگر خط تولید لوازم صوتی,8,82.0
کارگر خط تولید مبلمان سازی,8,82.0
کارگر خط تولید مسواک,8,81.0
کارگر خط تولید نخ و الیاف,8,81.0
کارگر خط تولید نی زنی,8,81.0
کارگر خط تولید پارچه,8,81
کارگر خط تولید کارخانه ایداسرام,8,81
کارگر خط تولید کارخانه لاستیک,8,81
کارگر خط تولید کلید وپریز برق,8,82
کارگر خط تولید کویرتایر,8,81
کارگر خط تولید گارخانه منیزیم,8,81
کارگر خط تولیددارو,8,81
کارگر خط تولیدلامپ,8,81
کارگر خط تولیدلیوان یکبارمصرف,8,81
کارگر خط دیف باکس اکسل,8,82
کارگر خط رنگ کوره ای,8,81
کارگر خط فینیشینگ خودرویی,8,82
کارگر خط فینیشینگ ساکن,8,82
کارگر خط پودر کفشویی,8,81
کارگر خط پوست اب,8,81
کارگر خط کشتار و بسته بندی درجه 3,8,81
کارگر خط کیفیت,8,93
کارگر خمیر گیر,8,81
کارگر خمیردندان,8,81
کارگر دافررینگ تمامتاب,8,81
کارگر دافینگ,8,93
کارگر دانه بندی,8,81
کارگر دانه پاک کن تولید روغن نباتی دستی,8,93
کارگر دراژه سازی,8,81
کارگر درجه 1 توزین و میکسر,8,81
کارگر درجه 1 تولید اسفنج,8,81
کارگر درجه 1 تولید نایلون,8,81
کارگر درجه 1 خط قالبگیری دیزاماتیک,8,81
کارگر درجه 1 دانلپ,8,81
کارگر درجه 1 ساخت مایعات,8,81
کارگر درجه 1 سالن سواری,8,82
کارگر درجه 1 شارژ بنتونیت و مواد پودری,8,81
کارگر درجه 1 شستشوو ازمایش,8,81
کارگر درجه 1 فلوتاسیون,8,81
کارگر درجه 1 قرص هورمونی,8,81
کارگر درجه 1 لیبل زنی,8,81
کارگر درجه 2 توزین و میکسر,8,81
کارگر درجه 2 خط قالب گیری,8,81
کارگر درجه 2 خط قالبگیری دیزاماتیک,8,81
کارگر درجه 2 سالن سواری,8,82
کارگر درجه 2 شارژ بنتونیت و مواد پودری,8,81
کارگر درجه 2 شستشو و آزمایش,8,81
کارگر درجه 2 فلوتاسیون,8,81
کارگر درجه 3 توزین و میکسر,8,81
کارگر درجه 3 خط قالبگیری دیزاماتیک,8,81
کارگر درجه بسته بندی پلاستیک,8,81
کارگر درجه تصفیه پساپ صنعتی,8,81
کارگر درجه شیلنگ سازی,8,81
کارگر درقرص سازی,8,81
کارگر دستگاه ارد سبوس,8,81
کارگر دستگاه الکترودر,8,81
کارگر دستگاه اکستروژن پروفیل,8,81
کارگر دستگاه بافت سرب پرده,8,81
کارگر دستگاه جعبه خردکنی,8,81
کارگر دستگاه خمیر سازی,8,81
کارگر دستگاه ریسندگی ایرجت,8,81
کارگر دستگاه سنگین پروفیل,8,81
کارگر دستگاه سوراخ زنی,8,81
کارگر دستگاه علف گیر چغندر,8,83
کارگر دستگاه لانفرانچی,8,81
کارگر دستگاه مخلوط کنp.v.c کارگر خط تولید,8,81
کارگر دستگاه نخ ریسی,8,81
کارگر دستگاه و کوره مواد شیمیایی,8,81
کارگر دستگاه والس وخردکن گندم,8,81
کارگر دیزل خانه,8,81
کارگر دیزلیست موتورخانه,8,81
کارگر دیسک ها و کوره ها,8,81
کارگر رئاکس و خشک کن,8,81
کارگر راننده لجستیک,8,83
کارگر راه آهن,8,93
کارگر رزروبافندگی,8,81
کارگر رزوره لوله تولید,8,81
کارگر رشوفر,8,81
کارگر روغن زن بافندگی,8,93
کارگر رول بندی پارچه,8,81
کارگر رول پیچ,8,81
کارگر ریسندگی بخش اکریلیک,8,81
کارگر ریسندگی دولاتاب,8,81
کارگر رینگ و تویستر مخمل,8,81
کارگر رینگ وشانه,8,81
کارگر ریوایندر,8,81
کارگر زنجیر نئوپان,8,81
کارگر ساده از ریسندگی و,8,93
کارگر ساده بافندگی دورنیر,8,93
کارگر ساده بافندگی رایون,8,93
کارگر ساده بویلر,8,93
کارگر ساده تزریق,8,93
کارگر ساده توربین خانه,8,93
کارگر ساده تولید افشانه اسپری,8,93
کارگر ساده تولید خیار شور کارخانه,8,93
کارگر ساده تولید کلوچه,8,93
کارگر ساده راننده غلطک,8,83
کارگر ساده راننده فی نی شر,8,83
کارگر سالن اطاق سازی,8,82
کارگر سالن بالن سازی,8,81
کارگر سالن تولید کپسول سبک,8,81
کارگر سالن قطعه سازی,8,81
کارگر سایت گندله سازی,8,81
کارگر سبوس گیری,8,81
کارگر سرجعبه رام,8,81
کارگر سرجعبه روتاری,8,81
کارگر سرجعبه ماشین دوبلاژ رنگرزی,8,81
کارگر سرخ کن,8,81
کارگر سرماشین ماسوره پیچی مقدماتی,8,81
کارگر سرند اصلی وذخیره کک,8,81
کارگر سرند خط تولید,8,81
کارگر سفت کن پرس غلطک,8,81
کارگر سلفون کشی دراژه,8,81
کارگر سلول وفلوتاسیون,8,81
کارگر سنگ شکن خط جایرو,8,81
کارگر سنگشکن کارخـــــــانه,8,81
کارگر سوخت گیری هواپیما,8,83
کارگر سود سازمایع,8,81
کارگر سوزن بان راه آهن,8,83
کارگر سولفات ساز,8,81
کارگر سیمان و انگیزش چاه,8,83
کارگر شارژ باتری,8,81
کارگر شارژ باتری لکوموتیو,8,81
کارگر شارژ بنتونیت و مواد پودری,8,81
کارگر شارژ و تغذیه sft,8,81
کارگر شارژ کپسول اکسیژن,8,81
کارگر شاغل در نیرومحرکه,8,81
کارگر شبکه و دیزل خانه,8,81
کارگر شبکه ونیروگاه,8,81
کارگر شرکت تولید قطعات لباس شویی,8,81
کارگر شرکت تولید لوازم خانگی لورچ,8,82
کارگر شرکت رادیاتور,8,82
کارگر شرکت فوم,8,81
کارگر شرکت فیلتر سازی,8,82
کارگر فرم دهی و روکش زنی تافی یا پرشین,8,81
کارگر فرمگیر,8,81
کارگر فرچه و تمبر کاری لنت,8,81
کارگر فریت سازی,8,81
کارگر فشرده سازی فلزات,8,81
کارگر فلانژ ماشین جدید,8,81
کارگر فلانژو پاساژسالن جدید,8,81
کارگر فلایر,8,81
کارگر فلایر کامگارن,8,81
