title_norm,label_1,isco_sub_major_group
تولید ماشین الات و ادوات کشاورزی تیلر تراکتور و,8,82
تولید متصدی اتوماسیون,8,81
تولید متصدی اوایراسیون,8,81
تولید متصدی سانتراسیون,8,81
تولید متصدی قندگیری ازملاس,8,81
تولید متصدی کیسه گیری,8,81
تولید ملامین و پلاستیک,8,81
تولید موادرسانی,8,83
تولید مونتاژکار اصلاح پهلو,8,82
تولید میکسر,8,81
تولید نایلون فریزر,8,81
تولید نایلون پلاستیکی,8,81
تولید واپراسیون متصدی ارشد,8,81
تولید وایندر,8,81
تولید پره بری,8,81
تولید کارگررزوه لوله,8,81
تولید کنواید,8,81
تولید گاز اکسیژن,8,81
تولید گندله خام,8,81
تولید یخچال های صنعتی,8,82
تولیداتوکنر,8,81
تولیداشلافهرست,8,81
تولیداهک,8,81
تولیداپراتورتکمیل,8,81
تولیدبسته بندی تاسیسات فنی,8,81
تولیدبنبوری,8,81
تولیدتراکتور,8,82
تولیدخشک,8,81
تولیددوک پیچی,8,81
تولیدریسندگی,8,81
تولیدسالن,8,93
تولیدسه لایه,8,81
تولیدسیلس,8,81
تولیدسیم ماشین کار,8,81
تولیدسیم ماشین کاردرجه,8,81
تولیدشبکه,8,81
تولیدشکرزرد کارگربهره برداری,8,81
تولیدـسنگزن,8,81
تولیدفنی راننده,8,83
تولیدقرقره پیچی,8,81
تولیدقسمت خمیرگیری تخلیه,8,81
تولیدقسمت رینگ,8,81
تولیدلوله متر سالن تولیدلوله های سیمانی بااز,8,81
تولیدمقوافلوت واطو,8,81
تولیدهاکوبا,8,81
تولیدهاکوبافادیس,8,81
تولیدهشت لاماشیندار,8,81
تولیدوتحویل,8,83
تولیدوتکمیل وایندر,8,81
تولیدورق قسمت اسیاب کارگرتولید,8,81
تولیدوسط کاردینگ,8,81
تولیدوفیلتر,8,81
تولیدوکشش سیم کوره کار,8,81
تولیدپاساژ,8,81
تولیدکابل اکسترودر,8,81
تولیدکاردینگ ماشیندار,8,81
تولیدی انبارآرد,8,81
تولیدی فلایر,8,81
تولیدی فیلتر هوای ماشین,8,81
تونل معدن ارک بند,8,71
تونلر,8,83
تکمیل ترانس کارگردرجه کارخانه توزیع,8,82
تکمیل و بسته بندی مایع ظرفشویی کارگر,8,81
تکمیل و بسته بندی متفرقه,8,81
تکمیل وپرس,8,81
تکمیل پنبه تراسپورت,8,83
تکمیل پنبه کارگر پشت کنیتو,8,81
تکمیل کارترانس ارشد مونتاژتوزیع نقاشی وتکمیل,8,82
تکمیل کارترانس درجه 2 توزیع,8,82
تکمیل کارترانس سالن,8,82
تکمیل کاردرجه الی ارشد قسمت مونتاژ,8,82
تکمیل کاردرجه ترانس,8,82
تکنسین ارشدتولید بافندگی,8,31
تکنسین استاکرو اسکراپر,8,31
تکنسین اسیاب,8,31
تکنسین امپول پرکنی درجه 1,8,31
تکنسین امپول پرکنی درجه 2,8,31
تکنسین اوپراتوربویلرکمکی,8,31
تکنسین اپراتوربویلر تانک تغذیه,8,31
تکنسین بلت درام,8,31
تکنسین بهره برداری ro1,8,31
تکنسین بهره برداری برق فشارقوی کیلو ولت,8,31
تکنسین بهره برداری بویلر,8,31
تکنسین بهره برداری تاسیات عمومی و سوخت رسانی,8,31
تکنسین بهره برداری خنثی سازی تصفیه فیزیکی,8,31
تکنسین بهره برداری درجه 4,8,31
تکنسین بهره برداری مخازن فرآورده های نفتی,8,31
تکنسین بهره برداری پاتیل کش,8,81
تکنسین بهره برداری پساب صنعتی و ro2,8,81
تکنسین بهره برداری پستهای کیلوولت,8,81
تکنسین بهره برداری پمپ خانه مرکزی,8,81
تکنسین بهره برداری کلرزنی و سیستم های تزریق,8,81
تکنسین تخلیه سوخت مازوت,8,81
تکنسین تصفیه خانه آب و فاضلاب,8,81
تکنسین تصفیه روغن,8,81
تکنسین خردایش و میکسر,8,81
تکنسین خردایش ومیکسر گندله سازی,8,81
تکنسین درجه پرکنی امپول,8,81
تکنسین دسته سیم های ایران خودرو,8,82
تکنسین دسته سیم های سایپا ورنو,8,82
تکنسین دستگاه واترجت شستشو,8,81
تکنسین دستگاههای کنترل فشار چاههای نفت و گاز,8,81
تکنسین دیسکها وکوره ها گندله سازی,8,81
تکنسین ذوب اپراتور ارشد ذوب فولاد سازی,8,81
تکنسین ذوب سطح 1,8,81
تکنسین ذوب سطح 2,8,81
تکنسین ریوایندر,8,81
تکنسین ساخت مواددرجه دو,8,81
تکنسین ساخت مواددرجه یک,8,81
تکنسین سالن آلومتک,8,81
تکنسین سالن تزریق فوم غربیلک,8,81
تکنسین سالن رادیو پخش,8,81
تکنسین سالن فنر زنی,8,81
تکنسین سالن کشش سیم,8,81
تکنسین سانتریفوژها,8,81
تکنسین سانتریفیوژها تصفیه,8,81
تکنسین سانتریفیوژها خام,8,81
تکنسین سایت قراضه,8,81
تکنسین سنگ مغناطیس,8,81
تکنسین سیلوی روباز,8,81
تکنسین سیمان سازی,8,81
تکنسین شیرهای دو حالته فاز2,8,81
تکنسین شیرهای دوحالته فاز1,8,81
تکنسین شیفت انباشت وبرداشت حمل مواداحیاء,8,81
تکنسین شیفت بارگیر خانه و انبار محصول,8,81
تکنسین شیفت بسته بندی و ccl,8,81
تکنسین شیفت تامین مواد سردکنورترها,8,81
تکنسین شیفت توزیع نیرو,8,81
تکنسین فرمگیرومونتاژ,8,82
تکنسین ماشین الات ابوالقاسم شیری فرد,8,81
تکنسین ماشین الات بدون شماره,8,81
تکنسین ماشینهای گره زنی,8,81
تکنسین کارگر مخزن سربسته آب و فاضلاب,8,81
تکنسین کلرزنی,8,81
تکنسین کن پیچی تاب,8,81
تکنسین کنترل طبخ و تبلور,8,81
تکنسین کیسه گیری و انبار شکر خام,8,81
تکنسین گرانول سازی,8,81
تکنولوگ اتاق فرمان آهن اسفنجی,8,81
تکنولوگ اتاق فرمان بهره برداری دیگها,8,81
تکنولوگ اتاق فرمان ریخته گری,8,81
تکنولوگ اتاق فرمان کنورتور,8,81
تکنولوگ خط نورد,8,81
تکنولوگ مونتاژ قفسه نورد,8,82
تکنولوگ میکسر,8,81
تکنولوگ ناظرشارژقراضه,8,81
تکنولوگ پخت دولومیت,8,81
تکنولوگ پخت وتصفیه هوا,8,81
تکنولوگ کنورتور,8,81
تکنولوگ کوره,8,81
تکنولوگ کوره نورد,8,81
تکنولوگ کوره پاتیلی,8,81
تکنولوگ کوره پلی زیوس,8,81
تکنولوگ گوگردزدایی,8,81
تکنیسن درواحدپخت تایر,8,81
تکنیسن شیفت کارخانه غبار,8,81
تکنیسن فلوتاسیون,8,81
تکنیسین heavy media,8,81
تکنیسین rom stock pile,8,81
تکنیسین rotary breaker,8,81
تکنیسین screen house,8,81
تکنیسین sergbin,8,81
تکنیسین اشباع شربت,8,81
تکنیسین ایربریج,8,81
تکنیسین بهره برداری توربوسیکل,8,81
تکنیسین تبخیر کننده ها و هیترها,8,81
تکنیسین تبخیر کننده و توزیع بخار,8,81
تکنیسین تشویه,8,81
تکنیسین تصفیه و آماده سازی لجن,8,81
تکنیسین حمل نیشکر,8,83
تکنیسین شیفت اسیاب مواد,8,81
تکنیسین شیفت اسیابهای سیمان,8,81
تکنیسین شیفت اماده سازی و شارژقراضه ومواد سرد کوره های کنورتور,8,81
تکنیسین شیفت بسته بندی و ارایش و اصلاح اند ریخته گری,8,81
تکنیسین شیفت عملیات بسته بندی و آرایش آند,8,81
تکنیسین شیفت عملیات خط نورد و اکسید زدایی,8,81
تکنیسین شیفت عملیات ذوب و گازرسانی,8,81
تکنیسین شیفت عملیات کمپرسورها و پمپ های تغذیه,8,81
تکنیسین شیفت ماشین ریخته گری,8,81
تکنیسین شیفت کاتد شوئی,8,81
تکنیسین عملیات سنگ شکن,8,81
تکنیسین مونتاژکار,8,82
تیرارمرتبه هیدرولیک,8,81
تیغ زن,8,81
تیغ زن ضایعات,8,81
تینتر,8,81
تینتر ارشد صنعتی,8,81
تینتر درجه 1 تزئینی,8,81
تینتر درجه 1 صنعتی,8,81
تینتر درجه 1 پلاستیک,8,81
تینتر درجه 2 صنعتی,8,81
تینتر درجه 2 پلاستیک,8,81
تینتر درجه 3 صنعتی,8,81
تینر,8,81
تینر درجه 2 تزئینی,8,81
تینر درجه 3 تزئینی,8,81
تینر سازوتکمیل درجه 1,8,81
تینرسازوتکمیل کن ارشد,8,81
تینرکار قطعات,8,81
تیوپ سازی,8,81
تیوپ کار,8,81
تیوپر,8,81
جابجاکردن مسافرین,8,83
جابجای بار بین شهری,8,83
جابجای مهندسین شرکت,8,83
جابجایی بار با سه چرخه,8,83
جابجایی بار برون شهری,8,83
جابجایی بار درون شهری با موتور,8,83
جابجایی دانش آموزان,8,83
جانشین موادساز,8,81
جت ج کارگرتولیدیک,8,81
جت زن,8,81
جت کار,8,81
جتلوم و یو اس,8,81
جداساز,8,81
جداسازقطعه,8,81
جداسازی آلاینده ها از نفت و گاز,8,81
جداسازی وبسته بندی,8,81
جداکننده,8,81
جراثقال چی,8,83
جرثقیل,8,83
جرثقیل سنگین بارکوتاورگردان,8,83
جرثقیل وشبکه هوایی,8,83
جرثقیل چی تونل,8,83
جرثقیل چی وشارژکن درجه یک,8,83
جرثقیل کارسخت وزیان آور,8,83
جرثقیلچی سنگ زنی,8,83
جرثقیلچی مگنت درجه یک,8,83
جرثقیلچی وذوب ریز گیزاک,8,83
جرثقیلچی وذوب ریزدرجه,8,83
جعبه بند,8,93
جعبه زن,8,93
جعبه هل دهنده,8,93
جعبه پرکن,8,93
جعبه چین,8,93
جعبه کن,8,93
جعبه گذارروی خط تولید,8,93
جفت کن,8,81
جلواکسترودر,8,81
جلوخشک کن سیلندر,8,81
جلوکاردینگ,8,81
جلوکارگیر,8,81
جلوکرمپل,8,81
جلوکش بافندگی,8,81
جمع اوراکسترودر,8,81
جمع اوری اکسترودر,8,81
جمع کردن نخ,8,81
جمع کن اره,8,81
جمع کن قسمت برش,8,81
جمعدار خط اسید شوئی,8,81
جنرال اپراتورمایع ظرفشوئی,8,81
جنس ردیف کن متراژ بسته بندی,8,81
جوراب باف ماشینی,8,81
جوشکار مونتاژ ماشین لباسشویی,8,82
جوشکار مونتاژ موبایل,8,82
جوشکار مونتاژ یخچال,8,82
حامل مواد منفجره,8,83
حانیه پیچ,8,81
حجم گیر,8,81
حجم گیر درجه 1,8,81
حروف چینی لاینو تایپ,8,81
حروفچین,8,81
حروفچین درجه 1,8,81
حروفچین درجه 2,8,81
حروفچین درجه 3,8,81
حروفچین سربی نمونه گیر,8,81
حروفچین سربی ونمونه گیرچاپ مسطح,8,81
حروفچین فرمبند,8,81
حروفچین وفرمبنددرجه دو,8,81
حروفچین وفرمبنددرجه یک,8,81
حروفچینی دستی و,8,73
حفار,8,83
حفار ارشد,8,83
حفار ارشد سونداژ,8,83
حفار تعمیرکارارشد حفاری,8,83
حفار تونل اکتشافات معدن,8,83
حفار سنداژ,8,83
حفار واگن دریل,8,83
حفار چاه,8,83
حفارآب,8,83
حفاردراستخراج موادمعدنی,8,83
حفاردرجه,8,83
حفاردرجه تی وآر معدن,8,83
حفاردرجه دراستخراج موادمعدنی,8,83
حفاردستی,8,93
حفارذغال,8,83
حفارذغال اکتشافات قشلاق,8,83
حفارراک,8,83
حفارروباز,8,83
حفارریل واگن,8,83
حفارزیرزمین,8,83
حفاروآتـش بار,8,83
حفارواکن دریل,8,83
حفارواگن دریل و,8,83
حفارواگن وریل,8,83
حفارومسیول واگن دریل,8,83
حفاروکمک لوله کش,8,83
حفاروکمکحفاراستادکار,8,83
حفارکانال,8,83
حفارکانال درجه 1,8,83
حفاری آب,8,83
حفاری امور اکتشافات,8,83
حفاری بادریل واگن,8,83
حفاری تونل,8,83
حفاری تونل اکتشافات,8,83
حفاری تونل بادستگاه پیکور,8,83
حفاری درجه یک,8,83
حفر تونل,8,83
حفرواگن دریل,8,83
حفرچاه,8,83
حفرچاه فاضلاب,8,83
حل کنی شکرجدید متصدی چغندرقبلی,8,81
حلاجی بسته بندی,8,81
حلاجی تولیدموکت نمدی,8,81
حلاجی ریسندگی,8,81
حلاجی سالن,8,81
حلاجی و چله کنی,8,81
حلاجی وو,8,81
حلاجی کارگران تولیدوخدماتی ومکانیک ج,8,81
حلب ریزپرکنی دان,8,81
حلب چین,8,81
حلب چین قسمت قوطی سازی,8,81
حمل آب بوسیله تراکتور,8,83
حمل بار با کامیون,8,83
حمل بار بانیسان,8,83
حمل بار بیرون شهری,8,83
حمل بار جاده ای,8,83
حمل سوخت,8,83
حمل سیمان فله,8,83
حمل شیر با وانت,8,83
حمل مسافر شهری تپسی,8,83
حمل نقل حمل تردبیار و,8,83
حمل و نقل آبزیان,8,83
حمل و نقل فرآورده های نفتی,8,83
حمل و نقل فلزات,8,83
حمل و نقل مصالح و آجر,8,83
حمل و نقل کوره بیسکویت,8,83
حمل واگن,8,83
حمل واگن بیسکویت ولعاب,8,83
حمل وتوزیع گچ,8,83
حمل ونقل انبار نیمه ساخته,8,83
حمل ونقل بار واساس,8,83
حمل ونقل تولید,8,83
حمل ونقل تولید جرثقیل سالن,8,81
حمل ونقل درانبارمحصول,8,83
حمل ونقل سنگین راننده لیفتراک,8,83
حمل ونقل سیم روشنایی,8,83
حمل ونقل ماشینکاری وانبار,8,83
حمل ونقل هاکوبا,8,83
حمل ونقل کپسول درسکوی گاز,8,83
حمل پرسنل,8,83
حمل کالا,8,83
حمل کالاومواداولیه,8,83
حمل کلاف اتوکش دولاکنی دولاتاب مقدمات ریسندگی,8,83
حمل کلاف فاخماشین ماشین کلاف,8,83
حمل کلاف مقدمات ریسندگی,8,83
حمل کلاف و رزرو مقدمات بافندگی,8,83
حمل گازوییل,8,83
حمل گوشت,8,83
حوزه حمل و نقل بار و مرسولات,8,83
حوزه مونتاژ,8,82
خاردار,8,81
خارزن,8,81
خارزن و پرزگیر,8,81
خارزنی درقسمت تکمیل,8,81
خارزنی واحدشماره,8,81
خارزنی وتاسیسات,8,81
خارزنی وخشک کن,8,81
خارزنی پارچه,8,81
خامه گیر,8,81
خاک واتمایزر,8,81
خاک کش موتوری,8,83
خدمات استخراج,8,83
خدمات حمل ونقل,8,83
خدمات فنی حفاری,8,83
خدمات فنی واپراتوربتن شکن,8,83
خدمات واحدتولید,8,81
خدمات پرس,8,81
خدمات کوره ها,8,81
خدماتی تصفیه اب,8,81
خدمه بارج,8,83
خدمه بمب افکن,8,31
خدمه بچه لنج,8,83
خدمه تگ,8,83
خدمه دریل وواگن,8,83
خدمه رینگ,8,83
خدمه ساپلای بوت,8,83
خدمه شناور تفریحی,8,83
خدمه شناور جنرال کارگو,8,83
خدمه عرشه کشتی و کارکنان امور مرتبط,8,83
خدمه قایق,8,83
خدمه لنج,8,83
خدمه لنج باری,8,83
خدمه لندینگ کرافت,8,83
خدمه نیسان حمل زباله,8,83
خدمه کروبوت,8,83
خدمه کرین بارج,8,83
خدمه کشتی lng,8,83
خدمه کشتی بریک بالک,8,83
خدمه کشتی تانکری,8,83
خدمه کشتی حمل گاز,8,83
خدمه کشتی کانتینری,8,83
خدمه کشتی یخچال دار,8,83
خدمه کمکی حمل و نقل عمومی,8,83
خردکن,8,81
خردکن نئوپان,8,81
خردکن پلاستیک,8,81
خردکننده موادمنجمددرجه ذوب,8,81
خرمن کوب,8,81
خشاب زن,8,81
خشاب زن کارخانه,8,81
خشاب گذاروکن گذار بافندگی دو حریر بافی,8,81
خشابگذار و کن گذار بافندگی مخمل,8,81
خشک کردن و بسته بندی سبزیجات,8,81
خشک کن ج,8,81
خشک کن قسمت عقب,8,81
خشک کن موشکی,8,81
خشک کن نئوپان,8,81
خشک کن وتمیز کن,8,81
خشک کن ورزالیت,8,81
خشکن,8,81
خشککن ماسه,8,81
خط انتظارلعاب,8,81
خط انتظارکوره کوره لعاب,8,81
خط بان,8,81
خط بان تلمبه خانه اصفهان,8,81
خط تولید امپول وقطره کارگر,8,81
خط تولید جامدات,8,81
خط تولید لبنیات,8,81
خط تولید ماهیچه سازی,8,81
خط تولید متصدی نوار کلینگرآسیاب سیمان,8,81
خط تولید پالیت گذار,8,81
خط تولید چینی بهداشتی,8,81
خط تولیدمسئول مشعل,8,81
خط تولیدوبارگیرخانه,8,81
خط تولیدی هورمون,8,81
خط رواتش بار,8,81
خط صابون,8,81.0
خط لعاب خشک کن,8,81.0
خط واگنر,8,81.0
خطتولیداکسترودر,8,81.0
خطتولیدتاب گیری,8,81.0
خطتولیدپشت کوره,8,81.0
خطنگهدار,8,81.0
خطوط تولید اپراتور,8,81.0
خطوطنهایی,8,81.0
خطکولرولباسشویی مونتاژکار,8,82.0
خلاطه چی,8,81.0
خلبان,8,83.0
خلبان بالگردهای امداد و نجات,8,83.0
خلبان بالگردهای تجاری,8,83.0
خلبان عملیات پرواز,8,83.0
خلبان هواپیما,8,83.0
خلبان هواپیمای ام دی,8,83.0
خلبان هواپیمای ایرباس,8,83.0
خلبان هواپیمای فوکر,8,83.0
خلبان وارسی پروازی,8,83.0
خلبان پرواز چارتر,8,83.0
خلبانان هواپیماها و کمک متخصصان مرتبط,8,83.0
خمیر ساز بسته بند و چسب ساز,8,81.0
خمیر ساز راننده لیفتراک و چسب ساز,8,83.0
خمیرریز,8,81.0
خمیرریز فر سنگین,8,81.0
خمیرریزروتاری,8,81.0
خمیرزن,8,81.0
خمیرزن درجه 2,8,81.0
خمیرزن نانوایی,8,81.0
خمیرزنی قالب فشرده,8,81.0
خمیرزیر,8,81.0
خمیرساز,8,81.0
خمیرساز درجه 1,8,81.0
خمیروچونه گیر,8,81.0
خمیرپهن کن,8,81.0
خمیرکن,8,81.0
خمیرگیر,8,81.0
خمیرگیردرجه اموزشی معدن,8,81.0
خنک کننده درجه 1,8,81.0
خنک کننده درجه 2,8,81.0
خنک کننده کاغذ,8,81.0
خودروسنگین وجراثقال,8,83.0
خوراک ریز,8,81.0
خوردکن,8,81.0
خوردکن ارشد,8,81.0
خوردکن لاستیک,8,81.0
خوردکن پی یو,8,81.0
خوردکن چوب,8,81.0
داخل شهر,8,
داروریز داروکش,8,81
داف کشش بخش اکریلیک,8,81
دافر حامل قرقره گیر,8,81
دافر دولاتاب مقدمات ریسندگی,8,81
دافر وایندر اکسترودر,8,81
دافراتوکنر,8,81
دافراسترچ,8,81
دافراسترچ پوشینه,8,81
دافراپن اند,8,81
دافرحلاجی,8,81
دافردرجه,8,81
دافردرجه وریسندگی,8,81
دافردولاتاب,8,81
دافررینگ ازمایشی,8,81
دافررینگ تولید,8,81
دافرساده فلایر,8,81
دافرفلایر,8,81
دافرماهررینگ,8,81
دافرنیم تاب,8,81
دافرواحد,8,81
دافرواحدرینگ,8,81
دافروبانکه گذار,8,81
دافرولکمن,8,81
دافرپوبین گذار رینگ,8,81
دافرکلاف,8,81
دامتراک داخل سالن تولید,8,83
دامپ من معدن اسپاتر,8,83
دامپرچی راننده دامپر,8,83
دان خورساز,8,81
دان ساز مرغداری,8,81
دانه بندی ماسه,8,81
دانه گیر,8,81
درآوردن نان,8,93
دراوردن دمپایی از دستگاه,8,93
درب بطری گذار مایع,8,81
درب بندخط کانوایر,8,81
درب زن قسمت اتاقسازی,8,82
دربندی,8,81
درجه 1 رویه,8,93
درجه 2 آستر بر,8,81
درجه خالی کن,8,81
درجه خالی کن ریخته گری,8,81
درجه گذار,8,81
درجه گیر,8,81
درجه گیر فیتینگ,8,81
درجه گیر ماشینی بی ام دی,8,81
درجه گیر ماشینی گیزاک,8,81
درجه گیرتراش,8,81
درجه گیرماشینی درجه 1 لیزاک,8,81
درجه گیرماهیچه گیری,8,81
درجه یک سرماشین کار رینگ ریسندگی,8,81
درزگیروزننده والوتیوب,8,81
درست کردن خمیر خمیر گیر,8,81
درست کردن گاز پانسمان,8,81
درشکه چی,8,83
درولینگ,8,81
درون شهری,8,83
درگاه بازکن کوره,8,81
دریانورد,8,83
دریل واگن چی معدن روباز,8,83
دریل واگنچی,8,83
دریل کار چاه نفت,8,81
دریل کار چاه گاز,8,81
دریل کارمعدن,8,81
دریل کن,8,81
دریک من حفاری,8,81
دسته زن,8,81
دسته پارچ گذار,8,81
دستگا ه سیم نازک کنی,8,81
دستگا ه گرانول ساز,8,81
دستگاه اره نئوپانبری,8,81
دستگاه اره چوبری,8,81
دستگاه اهار,8,81
دستگاه اکستر,8,81
دستگاه بالش پرکن,8,81
دستگاه بلند روسرند,8,81
دستگاه تخلیه چغندر,8,81
دستگاه دار بطری سازی,8,81
دستگاه دار ترانسپورت مواد اولیه,8,81
دستگاه دار هشت لاوفلایر,8,81
دستگاه داربرش پاکت,8,81
دستگاه داربی بووبی رنگ کننده,8,81
دستگاه داررینگ,8,81
دستگاه دارسولفوناسیون,8,81
دستگاه روکش کابل,8,81
دستگاه شاتل پر کن,8,81
دستگاه عروسک پرکن,8,81
دستگاه فلایر,8,81
دستگاه متصدی بازیابی مواد,8,81
دستگاه متصدی تاب درجه یک,8,81
دستگاه مدار سولفوناسیون,8,81
دستگاه والنر,8,81
دستگاه چی,8,81
دستگاه کار,8,81
دستگاه کارتراش اتوماتیک درجه 2,8,81
دستگاه کارتراش اتوماتیک درجه 3,8,81
دستگاه کارروتور,8,81
دستگاه کارروتوردرجه,8,81
دستگاه کارسبک درجه 1,8,81
دستگاه کارسبک درجه دو,8,81
دستگاه کارسنگین,8,81
دستگاه گیوتین تکمیل کاغذ,8,81
دستگاه یونجه خورد کنی,8,81
دستگاهدار,8,81
دستگاهدار اتیکت زن,8,81
دستگاهدار الک و اسانس زنی,8,81
دستگاهدار اماده سازی سیلیکات,8,81
دستگاهدار باسکول,8,81
دستگاهدار برج خشک کن پودر,8,81
دستگاهدار برش صابون,8,81
دستگاهدار برچسب زنی ظروف,8,81
دستگاهدار بسته بندی پودر,8,81
دستگاهدار تبخیروتقطیر گلیسیرین,8,81
دستگاهدار تولید فرآورده های صنعتی,8,81
دستگاهدار دستگاه شبرینگ,8,81
دستگاهدار ساخت مایع ظرفشویی,8,81
دستگاهدار شستشو و تجزیه و تقطیراسیدچرب,8,81
دستگاهدار مایع گیری ظروف,8,81
دستگاهدار و تدارکچی مواد,8,81
دستگاهدار ویژه پرس پاکت,8,81
دستگاهدار چپ کارتن,8,81
دستگاهدار کراچر,8,81
دستگاهدارتخلیه وتحویل روغن خام,8,81
دستگاهروکش,8,81
دستگاههای زوج کننده,8,81
دستگاهی تولیداجر,8,81
دستگاهی شالیکوبی,8,81
دستگاهی قالب قالبدار,8,81
دستیار تولید دائوترم و ازت بخش نیروگاه,8,81
دستیار تولید نیروگاه,8,81
دستیار عملیات چاههای نفت و گاز,8,81
دستیار مونتاژ,8,82
دستیاراس پی ام,8,81
دستیاراس پی ام منطقه باگاس,8,81
دستیاراول اس پی ام باگاس,8,81
دستیاراول برش تکمیل کاغد,8,81
دستیاراول کوره اهک,8,81
دستیارتفکیک تفاله,8,81
دستیارتفکیک تفاله اس پی ام,8,81
دستیارتفکیک تفاله خمیرسازی وباگاس,8,81
دستیارتولید,8,81
دستیارتولیدپلیمرسازپلی استر,8,81
دستیارحمل تفاله خمیرسازی,8,81
دستیارخشک کننده,8,81
دستیارخشک کننده تفاله,8,81
دستیارخشک کننده راننده کرن تهیه کاغذ,8,83
دستیارخمیرساز سیوال,8,81
دستیارخمیرساز لیرال تولیدکاغذ,8,81
دستیاردوم تفکیک تفاله خمیروباگاس,8,81
دستیاردوم خشک کننده,8,81
دستیاردوم دستگاه قرقرههای کاغذ,8,81
دستیاردوم پیچاننده قرقره,8,81
دستیاردوم کاستیک,8,81
دستیاردی پی تینگ باگاس,8,81
دستیارشوینده,8,81
دستیارشوینده خمیرکاغذ,8,81
دستیارمتصدی دستگاه حمل تفاله,8,81
دستیارموادسازاولیه,8,81
دستیارپیچاننده,8,81
دستیارکاستیک سازی,8,81
دستیارکوره اهک,8,81
دستیارگیوتین,8,81
دستیارگیوتین تکمیل کاغذ,8,81
دسیارپخت خمیر خمیرکاغذ,8,81
دفترتولیدلوله مستقردرسالن تولیدلوله ومتر,8,43
دفترخوراک دام اپراتوردستگاه تهیه مایعات,8,81
دفترخوراک دام اپراتوردستگاه پرس,8,81
دفترخوراک دام اپراتورکنترل مرکزی,8,81
دفترخوراک دام راننده ماشین الات سنگین,8,83
دفع افات راننده تراکتور,8,83
دوباره خشک کنی توتون,8,81
دوجین,8,93
دوجین بردار,8,93
دوجین برگردان,8,93
دوجین رنگزنی,8,81
دوجین فسفر,8,81
دوجین فسفرزنی قدیم,8,81
دوجین وبسته بندی,8,81
دوده ریزی,8,81
دوده ریزی بنبوری,8,81
دوده زن,8,81
دورکن,8,81
دورگیرزیره باماشین,8,81
دورگیرزیره وخط بازکن درجه دو,8,81
دورگیرزیره وخط بازکن درجه یک,8,81
دورین نخ,8,81
دونده زن ریسندگی,8,81
دونده زن رینگ,8,81
دوک اور سالن بوبین پیچی,8,93
دوک به دوک,8,93
دوک بیار,8,93
دوک زن ص,8,81
دوک پیج,8,81
دوک پیچ,8,81
دوک پیچ تابندگی,8,81
دوک پیچی ساویر,8,81
دوک پیچی مثلر,8,81
دکلبان,8,81
دکمه زن,8,81
دکمه زن تکپوش,8,81
دیده بان و کارگر آنتن,8,81
دیزل من,8,81
دیزل چی,8,81
دیزل چی قطار,8,83
دیزلیست,8,81
دیزلیست ارشد,8,81
دیزلیست حفاری,8,83
دیزلیست درجه 1,8,81
دیزلیست دستگاه حفاری,8,83
دیزلیست دستگاه حفاری درجه 1,8,83
دیزلیست دستگاه حفاری درجه 2,8,83
دیزلیست مکانیک احتراق,8,72
دیلوبی حلاجی,8,81
دیپرمن,8,83
دیگ بان,8,81
دیگ بخار اپراتور,8,81
دیگ بخار و ژنراتور,8,81
دیگ بخاربرق سالن,8,81
دیگ بخاروتصفیه اب و پخت نخ,8,81
دیگ بخاروچسب,8,81
دیگ بخاروکمپرسورخانه,8,81
دیگ بخارچی وبلورها,8,81
دیگ زن میکسینگ کلندرقدیم,8,81
دیگ ضایعات سوز,8,81
ذرت خشک کنی,8,81
ذغالشوئی,8,81
ذوب بی درجه و,8,81
ذوب بیار,8,81
ذوب بیار وذوب تقسیم کن,8,81
ذوب بیاروذوب تقسیم کن درجه یک,8,81
ذوب ریزفوران,8,81
ذوب ریزکارگاهی,8,81
ذوب ریزی خط واگنر,8,81
ذوب سرب وروی,8,81
ذوب ضایعات,8,81
ذوب لیاب,8,81
ذوب ونورد,8,81
ذوب وکوره نگهداری,8,81
ذوب چی درجه 1,8,81
ذوب چی درجه 2,8,81
ذوب کار کوره درجه 3,8,81
ذوب گرمرتبه دو,8,81
ذوب گرمرتبه سه,8,81
ذوب گیر کوره های برقی گازی,8,81
ذوب گیر کوره های ساخت پشم سنگ,8,81
ذوبچی vodc,8,81
ذوبچی مرتبه,8,81
ذوبچی کوره های اندکسیون وقالبگیری,8,81
ذوبچی کوره های تن,8,81
ذوبکارخطوط,8,81
رئیس قطار باری درجه یک,8,83
را ننده نامه رسان,8,83
رابط خط پرکنی پنی سیلین,8,81
رابط سالن بسته بندی دارویی,8,81
رابط سالن پرکنی سوسپانسیون,8,81
رابط مونتاژ,8,82
راتتده ارشد,8,83
راتتده کامیون,8,83
راتور جرثقیل تنی ریخته گری,8,83
رادیو من حفاری,8,35
رادیومن,8,35
راشل باف,8,81
رافنیک حفاری,8,93
رالننده,8,83
راندن قایق,8,83
رانده گریدر,8,83
رانند مکانیزمهای تخریب نسوز فولادسازی و نوردپیوسته,8,83
رانندت اکسی,8,83
رانندلیفتراک,8,83
راننده lgv,8,83
راننده vna انبار,8,83
راننده woma,8,83
راننده آب پاش,8,83
راننده آبپاش درجه 1 معدن,8,83
راننده آزمایشگاه,8,83
راننده آماده درقسمت خدمات,8,83
راننده آمبولانس,8,83
راننده آمبولانس حمل متوفی,8,83
