title_norm,level_1,level_2
کارشناس توسعه و پشتیبانی شبکه,2,25
کارشناس اموال غیرمنقول,2,24
مشاور امور خدمات عمومی,2,24
معاون سرمهندس ارشد,2,21
طراح کیف و کفش,2,26
کارشناس امور اجتماعی وانتخابات,2,26
کارشناس شبکه های زهکشی,2,21
کارشناس مهندسی صنایع بانک اطلاعات,2,21
کارشناس توسعه نرم افزارهای طراحی,2,25
کارشناس ارشد مهندسی فرآیند,2,21
کارشناس هماهنگی وپیگیری اجرای دستورمداری,2,24
کارشناس تامین ارشد,2,24
دبیر شیمی دوره متوسطه دوم,2,23
مهندس صنایع نساجی,2,21
کاراموزوکالت,2,26
کارشناس یامسئول گروه برنامه ریزی مالی وتجهیز منابع,2,24
کارشناس انفورماتیک و مخابرات,2,25
کارشناس ارشد اموربازنشستگی,2,24
کارشناس ارشد سازه,2,21
هیات علمی متخصص زنان و زایمان,2,22
کارشناس ترفیع و ارتقا,2,24
کارشناس تامین تجهیزات پزشکی,2,24
مشاور معاون سرمایه انسانی و پشتیبانی,2,24
کارشناس ارشد حفاظت محیط زیست,2,21
کارشناس توسعه و مونتاژسخت افزار,2,25
کارشناس تاسیسات تونل,2,21
کارشناس مسئول طرحهای جامع شبکه انتقال,2,21
کارشناس تضمین کیفیت خودرویی,2,21
کارشناس مسئول آبهای سطحی,2,21
تدریس درس شیمی,2,23
کارشناس مسئول خدمات اموزشی کارشناسی,2,23
کارشناس برنامه ریزی امور نمایشگاهها,2,24
کارشناس پرستار بیمارستان,2,22
کارشناس امور فرهنگی دینی و ایثارگران,2,26
کارشناس حسابرسی شبکه و شرکتها,2,24
کارشناس مسئول نمونه سازی,2,21
ذیحساب سازمان مدیریت وبرنامه ریزی,2,24
کارشناس امور سینمایی و سمعی و بصری,2,26
طراحی لباس و مد,2,26
کارشناس دفتر هماهنگی هیات های رسیدگی به تخلفات اداری,2,24
سایر متخصصان علوم پزشکی به جز پرستاری طبقه بندی نشده در جای دیگر,2,22
کارشناس خدمات اموزشی د.فنی ومهندسی,2,23
کارشناس حقوقی وارزیابی عملکرد,2,26
کارشناس مسیول کنترل کیفیت رنگ های خودرویی,2,21
ذیحساب اداره کل دادگستری استان,2,24
کارشناس اموزش فنی وحر,2,23
کارشناس عملیات شبکه,2,25
کارشناس ارشد بودجه و کنترل هزینه های سرمایه ای,2,24
کارشناس ارتباطات واطلاعات,2,25
کارشناس مسیول خدمات بازرگانی خارجی,2,24
کارشناس مسئول اموزش تعاون,2,24
کارشناس مسئول رسیدگی به شکایات بانام,2,24
کارشناس دانشکده علوم زمین,2,21
کارشناس مسوول حراست,2,24
کارشناس مالیات و بیمه,2,24
کارشناس لایه نشانی قطعات اپتیکی,2,21
کارشناس محیطزیست,2,21
کارشناس مسئول ازمایشگاه مکانیک خاک,2,21
کارشناس مسئول ارزشیابی عملکرد کارکنان ومدیران,2,24
کارشناس مسئول نقشه برداری عمقی,2,21
کارشناس ارشد بررسی و نظارت رلیلژانتقال و جمع اوری اطلاعات,2,25
متصدی امور بانکی ارشد,2,24
کارشناس امورسیاسی اداره اول افریقا,2,26
کارشناس مدیریت تولید وتکنولوژی,2,24
کارشناس مسؤول ارزیابی و پایش های hse,2,21
کارشناس مسئول امور پیمانها و قراردادها,2,24
کارشناس بررسی اسناد و مدارک حقوقی و قضائی کشور,2,26
کارشناس امورپزشکی,2,22
کارشناس خرید ماشین آلات و ابزار,2,24
کارشناس پیمانی مکانیک و سیالات پروژه ها,2,21
کارشناس مسئول آموزش راهنمایی وهدایت تحصیلی,2,23
آنالیست ارشد تدارکات,2,24
مسئول منابع طبیعی بخش کبوترخان,2,21
متخصص بیماریهای عفونی و گرمسیری,2,22
کارشناس امورحقوقی,2,26
کارشناس نظارت بر تخلفات شهری,2,24
کارشناس اموردعاوی واملاک,2,26
کارشناس ارشد ناظر بر کارهای سیویل,2,21
کارشناس مهندسی محصولات سبک,2,21
کارشناس روابط عمومی و ارتباطات,2,24
کارشناس امورفرهنگی,2,26
کارشناس وجوه نقد واموربانکی,2,24
کارشناس ارزشیابی و بهره وری,2,24
سرپرستار بخش جراحی بیمارستان سینا,2,22
سرمهندس کشتی,2,21
کارشناس مسئول طرح و توسعه سیستمهای مکانیزه,2,25
کارشناس مسیول آزمایشگاه ریزآلاینده,2,21
کارشناس برنامه ریزی و پشتیبانی خودکفایی,2,24
معلم حق التدریسی دبیرستان,2,23
مهندس ارشد آنالیز روغن,2,21
کارشناس تعمیرات تاسیسات و ماشین های الکتریکی,2,21
کارشناس گفتار درمانی,2,22
متالوژیست کنترل کیفی فولادسازی,2,21
کارشناس امور اعتبارات عالی,2,24
مهندس ترکیب مواد,2,21
کارشناس مسئول آموزش وپرورش عشایر,2,23
مهندس توربین نیروگاه حرارتی,2,21
کارشناس کنترل و ارزیابی بیوشیمی,2,21
کارشناس کارخانه,2,24
کارشناس برق پشتیبانی تعمیرات برق و مکانیک,2,21
کارشناس تعمیرات مکانیک نوبتکاری,2,21
کارشناس چهار امور مالی,2,24
کارشناس بازرگانی خارجی و امور نمایشگاهی,2,24
کارشناس اماروبرنامه ریزی,2,24
مسئول امور پایش و ارزیابی عملکرد,2,24
کارشناس مسئول مطالعات تزئینات داخلی,2,21
کارشناس اجرای پروژه برق و مکانیک,2,21
کارشناس تحلیل و ارزیابی شرکت ها,2,24
کارشناس نت قالب,2,21
کارشناس شعبات پشتیبانی سطح 4,2,25
کارشناس منابع انسانی رتبه یک,2,24
کارشناس مسیول نظارت برامورواردات,2,24
کارشناس حقوقی و پییگیری دعاوی,2,26
مهندس نگهداری و تعمیرات مکانیکی,2,21
مسئول امور نظارت بر سازمان ها,2,24
کارشناس هماهنگی با معادن,2,21
کارشناس هماهنگی و پیگیری اجرای دستورمداری,2,24
کارشناس فهرست نویسی و طبقه بندی,2,26
کارشناس طراحی و بهبود فرآیندها,2,24
کارشناس ارشد بودجه,2,24
کارشناس هماهنگی امور وکلا و پاسخگویی به استعلامات,2,26
کارشناس ارزیابی و بازرسی و پاسخگویی به شکایات,2,24
کارشناس طرح برنامه و آموزش,2,23
کارشناس ارشد اداری رتبه دو,2,24
کارشناس نظارت و ارزیابی خدمات اجتماعی,2,26
بازرس ایمنی اشد,2,21
مهندس ارشد برق ابزار دقیق و سیستم های کنترل,2,21
حسابدار مسئول در امد,2,24
حسابداردرآمد,2,24
کارشناس و مسئول نمایشگاهها و مناسبت ها,2,26
کارشناس نظارت برطبقه بندی مشاغل,2,24
کارشناس فنی وصنایع,2,21
کارشناس نظارت بر عملکرد سازمان,2,24
ویراستار مجلات و روزنامه ها,2,26
کارشناس فن اوری و بهره برداری,2,21
کارشناس مسئول دعاوی و معاضدت قضایی,2,26
حسابدار خزانه داری ریالی ارزی,2,24
کارشناس مسیول الکترونیک و ابزار دقیق,2,21
کارشناس مسیول طرح و توسعه سیستمهای مکانیزه,2,25
مهندس سیویل سازه و ساختمان,2,21
مهندس شیفت آزمایشگاه مرکزی,2,21
کارشناس امورحقوقی و املاک,2,26
کارشناس وطالعات اقتصادی وآمار,2,26
کارشناس ارشد مطالعات راهبردی سطح 5,2,26
کارشناس بررسی مبارزه و مدیریت بیماریهای ابزیان,2,22
کارشناس یک اداری,2,24
کارشناس امور فرهنگی و تبلیغاتی,2,26
کارشناس امور فرهنگی وهنری ومشاوره,2,26
مسئول گنجینه و جمعدار اموال فرهنگی,2,26
کارشناس ارشد ترخیص تحویل محصولات,2,24
کارشناس تحقیقات جنگل,2,21
کارشناس تدوین روش های تعمیرات هواپیما,2,21
کارشناس امور ساختارهای سازمانی,2,24
کارشناس ساخت مواد فلورسنت,2,21
کارشناس ارزشیابی اموزشی و ارتقاء اعضاء,2,23
کارشناس ارشد مالی و بازرگانی,2,24
کارشناس منابع انسانی و آموزش,2,24
مشاوراس,2,24
کارشناس شیمی و تاسیسات جانبی,2,21
مشاور حقوقی و امور قراردادها,2,26
معاون قضایی,2,26
کارشناس ارشد مهندسی وساخت,2,21
کارشناس خون شناسی,2,22
مهندس ارشد طرح و برنامه,2,21
کارشناس پشتیبانی تعاون واموررفاهی,2,26
کارشناس نگهداری و آبیاری,2,21
کارشناس مسئول تاسیسات الکتریکی,2,21
کارشناس مسئول حقوقی و ثبتی,2,26
استادیار بخش داخلی قلب و عروق,2,22
مسئول امور پژوهشی,2,21
کارشناس زیرساخت سیستم های اطلاعاتی,2,25
کارشناس مهندسی پزشکی,2,21
کارشناس ارشدبهره برداری,2,21
کارشناس انرژی وتاسیسات,2,21
کارشناس طراحی و استقرار سیستم های تحویل وتامین,2,24
کارشناس ارشد حقوق کیفری,2,26
کارشناس ارتباط باصنعت,2,24
کارشناس ارشد امور مهندسی رتبه چهار,2,21
کارشناس ارشد حسابداری مالی,2,24
کارشناس فضای مجازی و جمع آوری خبر,2,26
مجسمه سازی,2,26
کارشناس مسئول تحقیق,2,21
کارشناس مسوول صنایع ماشین سازی و تجهیزات,2,21
کارشناس حقوقی و تدوین پیمان,2,26
کارشناس خرید پروژه های خریدهای خارجی,2,24
مسئول تاسیسات هسته ای و اضطراری,2,21
کارشناس حراست شبکه و اتوماسیون,2,25
کارشناس مسئول وام,2,24
مسئول توجیه خلبانان و طرح پرواز,2,21
خدمات حقوقی,2,26
کارشناس مسئول طرح و مهندسی ترافیک و نامبرینگ,2,21
کارشناس مسئول مدیریت وامور پشتیبانی,2,24
کارشناس تحقیق وبرنامه ریزی درسی,2,23
مشاور حراست مدیر عامل,2,24
کارشناس مامور مدیریت پروژه,2,24
کارشناس توسعه و برنامه ریزی,2,24
کارشناس مسئول پرورش زنبورعسل وکرم ابریشم,2,21
کارشناس تعمیرات والو و بویلر,2,21
کارشناس طراحی گرافیک,2,26
کارشناس ناظر خدمات فنی و مهندسی,2,21
کارشناس مسئول امورپرستاری,2,22
کارشناس مسئول امور ساختمان,2,21
کارشناس مسئول امور استانها اداری و مالی,2,24
کارشناس امورفرهنگی و تولید محتوا,2,26
کارشناس خدمات اموزشی ودانشجویی,2,23
کتابدار مسئول امور انجمن وکتابخانه ها,2,26
کارشناس ابرسانی,2,21
کارشناس بهداشت تغذیه محمد پارسا,2,22
کارشناس مسئول تکنولوژی وگروههای اموزشی,2,23
مسئول محیط زیست وفضای سبز,2,21
کارشناس مسئول سازه های بتنی,2,21
مهندس ارشد ماشین آلات دوار,2,21
کارشناس مسئول توسعه صادرات,2,24
کارشناس برنامه ریزی آزمون وکنترل,2,21
کارشناس کنترل فرآیند ساخت,2,21
فدرسیون بکس ما مور,2,26
مسئول امور نمایشگاه ها و تبلیغات,2,24
کارشناس گروه فنی نسوز,2,21
کارشناس آزمایشگاه کارگاه,2,21
کارشناس کیفیت قطعات بدنه,2,21
تدریس دبیر ریاضی,2,23
مسئول اسناد و کتابداری,2,26
کارشناس اموزشی و دانشجوئی,2,23
کارشناس ورزش و جوانان,2,26
کارشناس ارشد مالی منابع انسانی واقتصادی,2,24
کارشناس فرآیند کنسانتره,2,21
مهندس ارشد پروسس پلی استر,2,21
کارشناس برنامه ریزی شبکه ترویج,2,24
برنامه نویس پایگاه داده ها,2,25
کارشناس مسئول صدور کارت ترددوتسهیلات فرودگاهی,2,24
کارشناس مسئول شیمی آلی,2,21
کارشناس مسئول ساختار و مشاغل,2,24
کارشناس بهداشت و ایمنی hse سطح 4,2,21
کارشناس کنترل کیفیت بسته بندی,2,21
کارشناس مسئول رسیدگی وتسجیل اسناد,2,24
حسابدار مسئول دانشکده علوم تربیتی,2,24
حسابرسی داخلی و امور بازرسی,2,24
کارشناس مسئول بایگانی مرکزی,2,26
کارشناس مسئول افرینشهای هنری,2,26
کارشناس ارشد امور نقلیه,2,24
کارشناس نظام ارزشیابی کارکنان,2,24
دبیر اموزش وپرورش,2,23
کارشناس پیمان و رسیدگی,2,24
کارشناس پشتیبانی فنی و مهندسی,2,21
مسئول طرا حی صنعتی,2,21
مشاور مدیر ارشد ارزیابی عملکرد,2,24
کارشناس مهندسی کامپوننت سطح 1,2,21
مشاور مدارس استثنایی,2,23
کارشناس مهندسی تکوین برق والکترونیک,2,21
کارشناس آموزش و آزمون فنی و تخصصی هواپیما,2,23
دبیرمدارس استثنایی,2,23
پرستار پرستار,2,22
کارشناس اموردعاوی و املاک,2,26
کارشناس امورارتباطات,2,24
کارشناس حسابداری فروش نمایندگی ها,2,24
مسئول حسابداری دانشکده کشاورزی شیروان,2,24
کارشناس توسعه صنعتی,2,24
کارشناس توسعه فروش و بازاریابی,2,24
کارشناس اداره دوم افریقا,2,26
کارشناس خدمات فرهنگی و ورزشی,2,26
متخصصان فناوری اطلاعات و ارتباطات,2,25
عضوهیات علمی,2,23
سر پرستار بخش icu,2,22
کارشناس مسوول امور سینمایی و سمعی و بصری,2,26
کارشناس مسئول ازمایشگاه گروه اموزشی علوم و مهندسی خاک,2,21
کارشناس هماهنگی سرمایه گذاری,2,24
کارشناس ارتباطات فرهنگی و اطلاع رسانی,2,24
کارشناس نرم افزار شبیه ساز,2,25
کارشناس مسئول کنترل های داخلی,2,24
کارشناس مسیول خریدتجهیزات وقطعات مکانیک,2,24
کارشناس مسوول چاپ و نشر,2,26
کارشناس مسئول گروه های اموزشی,2,23
مهندس تجهیزات فشارقوی وترانسفورماتور,2,21
کار شناس برنامه ریزی وکنترل پروژه,2,24
کارشناس رنگ و مواد شیمیایی,2,21
کارشناس متخصص,2,24
رئیس امور حقوقی و قراردادهای فروش,2,26
کارشناس مسیول طرح و مهندسی ترافیک و نامبرینگ,2,21
مسئول ازمایشگاه کارشناس بهداشت محیط وحرفه ای,2,22
کارشناس فنی نیروگاه,2,21
کارشناس حسابرسی عملیات مهندسی,2,24
کارشناس مسئول توسعه مدیریت منابع انسانی,2,24
اداره ممیزی اسناد درامد اداره کل امور مالی سرممیز,2,24
سرپرستار ccu,2,22
کارشناس مسئول تهیه نقشه های زمین شناسی مهندسی,2,21
حسابرس ارشد حسابرسی عمومی,2,24
متخصص پوست ومو,2,22
کارشناس طرحهای حفاظت فیزیکی,2,24
کارشناس برون مرزی ورزشی,2,26
کارشناس کانی آرایی,2,21
کارشناس تعمیرات برق واتوماسیون وابراردقیق ناحیه انرژی وسیالا,2,21
کارشناس یا رئیس دایره حسابهای تامینی شعبه,2,24
کارشناس مسئول امور فرهنگی و اجتماعی,2,26
کارشناس مسئول خریدتجهیزات وقطعات مکانیک,2,24
کارشناس اتوماسیون وابزار دقیق فولادسازی,2,21
کارشناس مسئول شیفت رفع معایب پست های فشارقوی انتقال و فوق توزیع,2,21
کارشناس مسئول مطالعات و برنامه ریزی فرهن,2,26
کارشناس تجمیع,2,24
کارشناس حفاظت فناوری,2,25
ذیحساب اداره کل میراث فرهنگی،گردشگری وصنایع دستی استان فارس,2,24
کارشناس بهداشت و ایمنی hse سطح 5,2,22
کارشناس مسئول حفاظت پرسنلی وبررسی صلاحیت,2,24
مهندس ارشد برق و ابزار دقیق تعمیرات بخش اکریلیک,2,21
دبیرشاغل درپست کارشناس امور دانش آموختگا,2,23
کارشناس سنجش ازدور,2,21
کارشناس متخصص مکانیک,2,21
مسئول درآمد و نقدینگی,2,24
ذی حساب,2,24
مدرس موسیقی,2,23
مسئول خدمات مالی وحسابداری,2,24
مهندس تعمیرات مکانیک ماشین الات دوار سرویسهای جانبی,2,21
کارشناس ایجادونگهداری وتعمیرخطوط راه اهن,2,21
کارشناسبرنامه ریزی وتضمین کیفیت,2,24
کارشناس مسئول امور اسیبهای اجتماعی,2,26
برنامه ریز ارشدورقکاری و جوشکاری,2,24
کارشناس تکثیروپرورش,2,21
مسئول پایش و تحلیل اطلاعات فروش,2,24
کارشناس تعمیرات نسوز فولادسازی و نورد پیوسته,2,21
کارشناس مسئول شبکه و تامین ارتباطات,2,25
کارشناس ترویج تعاون,2,24
کارشناس تجزیه وتحلیل سیستمها رتبه سه,2,25
تدریس قران,2,23
مسئول آزمایشگاه پلیمر,2,21
کارشناس وصول اعتبارات,2,24
کارشناس مسئول بازرگانی در امور حمل ونقل داخلی,2,24
کارشناس مسئول رسیدگی به صورتحساب مراکز پاراکلینیک,2,24
کارشناس مسیول خدمات درمانی و سلامت,2,22
کارشناس خرید لوازم هیدرولیکی وپنوماتیکی,2,24
کارشناس ارشد سازماندهی واحدهای پشتیبانی تولید,2,24
کارشناس فضای سبز نگهداری ساختمان های غیر صنعتی و ساماندهی ضایعات,2,21
کارشناس امورحقوقی روابط عمومی ارزیابی عملکرد بازرسی وپاسخگویی,2,26
کارشناس امور استاندارد صنایع غیر فلزی,2,21
مهندس ارشد کنترل کیفی,2,21
کارشناس مرضیه وزیری,2,24
کارشناس متالوژی و توسعه محصولات,2,21
کارشناس امورسیاسی اداره ارزیابی عملکرد,2,26
کارشناس پرستاری درجه 3,2,22
کارشناس امور سهام و بازار سرمایه,2,24
کارشناس ومسئول امورارزی,2,24
کارشناس مسؤولمهندسی تجهیزات زیربنایی,2,21
کارشناس امتحانات و گواهینامه ها,2,23
کارشناس استعداد یابی اراضی,2,21
کارشناس ناظر برق,2,21
کارشناس رفاه ودرمان,2,22
کارشناس امانت کتابدار,2,26
کارشناس ارشد کالای عمومی,2,24
کارشناس ویژه,2,24
کارشناس ماشین الات موسویچهارطاقی جانبازحالت اشتغا,2,21
کارشناس مسئول اجرا,2,24
کارشناس مبادلات داخلی محصولات,2,24
کارشناس مامور مدیریت تکنولوژی,2,24
کارشناس مسئول اداره رفاه و بیمه,2,24
کارشناس مسئول تغذیه,2,22
کارشناس مسئول درآمدآب بها,2,24
کارشناس مسوول اوزان ومقیاسها,2,21
کارشناس مشاور خرید خدمات قراردادی,2,24
کارشناس مسیول بازرگانی در امور حمل ونقل داخلی,2,24
مهندس فرآیند سرویسهای جانبی,2,21
کارشناس رسیدگی به امور پیمانکاران,2,24
متخصصان نیروی کار و مشاغل,2,24
کارشناس مسئول رسانه های اموزشی,2,23
گروه بازرگانی وبازاریابی اداره کل راه اهن خراسان کارشناس کالای تر,2,24
کارشناس مسئول بهداشت وتنظیم خانواده,2,22
کارشناس مسئول روانشناسی,2,26
کارشناس مسئول ترویج صنایع دستی,2,26
پیش بین هواشناسی و مدیریت بحران,2,21
کارشناس ارشد تحلیل گزارش های مالی واقتصادی,2,24
کارشناس تبلیغات انتشارات و امور فرهنگی,2,24
حسابدار دایره فنی,2,24
کارشناس مسیول درآمدآب بها,2,24
کارشناس خدمات اجتماعی,2,26
مسئول رفاه ودرمان,2,22
کارشناس گروه تحقیق بخش تضمین کیفیت و کنترل,2,21
کارشناس بررسی منابع و ساخت داخل,2,24
کارشناس مسئول امور سیاسی و انتخابات,2,26
کارشناس ارشد امورسیاسی حوزه وزیر همطراز رئیس اداره,2,26
کارشناس ارشد روانشناسی صنعتی سازمانی,2,26
مسئول برنامه ریزی و ارزیابی آموزش,2,23
کارشناس مسیول بازرگانی وبازاریابی,2,24
کارشناس هماهنگ کننده نوآوری و فناوری,2,21
کارشناس ارشد طراحی مکانیک سیالات,2,21
واحد ستاره دار مرکز توسعه اموزش و فناوری کارشناس برنامه ریزی امو,2,23
کارشناس اررشیابی و امور گواهینامه ها,2,24
کارشناس طراحی و توسعه سامانه ها,2,25
کارشناس ارشد حقوقی دعاوی,2,26
کارشناس مشاوره و طراحی خدمات قبل از فروش,2,24
کارشناس موسسات کاراموزی ازاد ومشارکتهای مردمی,2,23
کارشناس ایمنی وتحلیلگرحواث,2,21
کارشناس شبکه مراقبت,2,22
متخصص طب فیزیکی وتوانبخشی,2,22
کارشناس تحلیل طرح های کالبدی,2,21
کارشناس مسئول طرح ریزی واحد های کمک تولیدی و غیر تولیدی,2,24
کارشناس کنترل و پایش فرآیندهای مالی,2,24
مهندس ارشد بازرسی ماشینهای الکتریکی,2,21
کارشناس مسئول خریدهای عمومی,2,24
کارشناس بهداشت محیط مبارکی,2,22
کارشناس مسئول سنجش صلاحیت های حرفه ای و بالندگی حرفه ای,2,24
کارشناس مسئول نصب و راه اندازی شبکه انتقال,2,21
کارشناس تعمیرات مکانیک حفاری,2,21
مسئول تهیه وبهبود سیستمهای کیفی فرآیند ومحصول,2,21
کارشناس ارزیابی وتجزیه وتحلیل عملیات فیبرنوری,2,21
کارشناس پیگیری مطالبات عالی,2,24
کارشناس مسئول آمار و اطلاعات مشتریان,2,24
کارشناس پروژه های پست,2,21
کارشناس مسئول خدمات درمانی و سلامت,2,22
مسیول برنامه ریزی و ارزیابی آموزش,2,23
کارشناس مسئول بازاریابی وتوسعه صادرات,2,24
کارشناس بازرسی خوردگی و حفاظت فلزات,2,21
کارشناس مسئول عمر ان,2,21
قسمت فناوری اطلاعات,2,25
کارشناس مسیول آزمایشگاه تله متری,2,21
کارشناس حقوقی رتبه چهار,2,26
کارشناس مدیریت و پشتیبانی کانالهای غیرحضوری,2,24
کارشناس بهره برداری ژنراتور وتجهیزات الکتریکی,2,21
کارشناس ارشد هزینه یابی فعالیتها,2,24
کارشناس نت ساختمان ها,2,21
کارشناس مشاوره و پاسخگویی حقوقی,2,26
مشاور امور اداری,2,24
کارشناس استراتژیهای فناوری اطلاعات,2,25
مسئول طراحی صنعتی,2,21
کارشناس مسئول استخدام,2,24
کارشناس امور مهندسی رتبه سه,2,21
کارشناس مهندسی کارگاهی سایت پروژه خاص,2,21
کارشناس مسیول نصب و راه اندازی شبکه انتقال,2,21
کارشناس مسئول آزمایشگاه تله متری,2,21
کارشناس مسئول بازرسی و رسیدگی به شکایات بانام,2,24
کارشناس امور زنان وجوانان,2,26
کارشناس ذوب,2,21
کارشناس مسئول آزمایشگاه موتور و خودرو,2,21
مسئول واحد طراحی و توسعه تاسیسات برقی,2,21
کارشناس تعمیرات کارگاهی هیدرولیک,2,21
مسئول حسابداری خرید خدماتی و تسویه خریدها,2,24
کارشناس مسئول بهینه سازی ساختمان,2,21
کارشناس مسیول طرح و بررسی خدمات متالوژیکی و فنی بخش تضمین کیفیت,2,21
رئیس ادره امور حقوقی قراردادها و رسیدگی به شکایات,2,26
کارشناس مسئول تلفیق برنامه وبودجه,2,24
کارشناس مسئول حسابداری طرحهای عمرانی,2,24
حسابدارمسئول کتب درسی ونشریات کمک آموزشی,2,24
تدریس خصوصی,2,23
کارشناس ارشد نگهداری وتعمیرات گندله سازی,2,21
کارشناس اموال,2,24
کارشناس مهندسی کامپوننت سطح 4,2,21
کارشناس مواد خنک سازی,2,21
کارشناس مشاوره وهدایت تحصیلی,2,23
کارشناس توسعه تجارت الکترونیک,2,24
مهندس آبیاری,2,21
پزشک عمومی سازمان,2,22
مهندس ارشد لرزه نگاری,2,21
کارشناس مسئول حفظ و احیاءاثار تاریخی معنوی و طبیعی,2,26
کارشناس مسئول سرویسهای ارزش افزوده شبکه دیتا,2,25
کارشناس مسوول تشکلهای دینی و انجمنهای اسلامی,2,26
کترشناس ترویج و اموزش کشاورزی,2,23
کارشناس تجهیزات ایمنی نواحی,2,21
کارشناس آزمایشگاه فیزیک وحفاری,2,21
کارشناس قرارداد,2,24
کارشناس مالی،اداری وتدارکاتی,2,24
کارشناس امور سیاسی انتظامی و اجتماعی,2,26
کارشناس گروه آموزشی فیزیک,2,23
کارشناس مسئول بودجه و درامد,2,24
مسئول قیمت تمام شده,2,24
مهندس الکترونیک هواپیما,2,21
کارشناس برنامه ریزی و مدیریت داده ها,2,25
کارشناس بهداشت حرفه ای مسئول خانه بهداشت,2,22
کارشناس طرحهای بهینه سازی فولادسازی و نوردپیوسته,2,21
کارشناس مسئول برنامه نویس سیستم,2,25
عضو هیات علمی گروه اموزشی مهندسی برق,2,23
کارشناس گروه اموزشی فیزیک,2,23
کارشناس بازاریابی و خدمات پس از فروش آسیا و اروپا,2,24
کارشناس ازمایشکاه فیزیک وشیمی,2,21
کارشناس مهندسی و ناظر نت تجهیزات علائم,2,21
کارشناس امورزمین,2,21
جراح دهان فک و صورت,2,22
کارشناس ارتباطات منطقه ای و امور اجتماعی,2,26
کارشناس ارشد ارتباطات و رسانه,2,26
کارشناس ارشد بهداشت و ایمنی hse سطح 3,2,22
کارشناس ارشد امور سرمایه گزاری و تامین مالی,2,24
کارشناس تعمیرات مکانیک کارگاه های عمومی,2,21
کارشناس مسئول پشتیبانی سیستم های جانبی بانک,2,25
کارشناس مسئول کنترل ورودی,2,24
کارشناس خط سازه های فنی,2,21
مسئول مهندس مواد,2,21
مسئول الکترونیک,2,21
کارشناس مسئول امور فرهنگی خانواده,2,26
کارشناس ارتباطبارسانه ها,2,26
کارشناس حسابداری درآمد و دریافت و پرداخت,2,24
کارشناس علم سنجی,2,26
کارشناس ارشد امورسیاسی حوزه وزیر,2,26
کارشناس ارشد برنامه ریزی و گزارش دهی,2,24
کارشناس ارشد املاک و مستغلات,2,24
کارشناس صنعتی و بودجه و گزارشات,2,24
کنترلرکیفیت ارشددرقسمت کنترل مدلسازی,2,21
کارشناس آمار و مطالعات,2,24
مسیول تجزیه و تحلیل آمار و اطلاعات,2,24
کارشناس مسئول سیستم های صنعت,2,25
تحلیل گر و پیاده سازسیستم,2,25
کارشناس مسئول امورسیاسی امنیتی و انتخابات,2,26
سرپرست بهداشت,2,22
مهندس تعمیرات آنالایزر,2,21
کارشناس مالی رتبه سه,2,24
کارشناس تحقیقات مواد و انرژی,2,21
پرستار بالاتر از لیسانس,2,22
کارشناس امور قضائی امور رابطان و استعلامات,2,26
خلیفه ـ کلیسا,2,26
کارشناس مسئول بررسی وتعیین تعرفه های بین الملل,2,24
کارشناس مسئول امارهای منابع طبیعی,2,21
کارشناس حسابرس مالی وعملیاتی,2,24
کارشناس مسئول موسسات کارآموزی آزاد و مشارکتهای مردمی,2,24
کارشناس نرم افزار و سرورها,2,25
کارشناس نظارت بر خدمات عمومی,2,24
مهندس مکانیک کشتی,2,21
کارشناس بازاریابی و خدمات نوین رتبه یک,2,24
کارشناس امور نقلیه,2,24
مهندس ارشد نت خدمات الکترونیک,2,25
کارشناس اموربازرگانی شفاعتی جانباز حالت اشتغال,2,24
کارشناس مسئول امورفرهنگی وتربیتی,2,23
متخصص داخلی اعصاب,2,22
کارشناس نگهداری و تعمیرات تاسیسات و شبکه آبرسانی,2,21
کارشناس نگهداری و تعمیرات سخت افزار,2,25
کارشناس آب زمینی,2,21
کارشناس آمار زیستی,2,22
کارشناس و مسئول دستگاه امتحان,2,21
کارشناس ارزیابی خطرات,2,22
کارشناس امور تعاونی ها و تشکل ها,2,24
کارشناس مسئول ازمایشگاه گروه اموزشی شیمی کاربردی,2,21
کارشناس بهره برداری از شبکه های آبیاری و زهکشی,2,21
کارشناس پشتیبانی سیستم ها,2,25
کارشناس امور تاسیسات,2,21
کارشناس برنامه ریزی وکنترل طراحی,2,21
کارشناس امورحراست,2,24
کارشناس پایگاه داده های اداری و منابع انسانی,2,25
کارشناس مسیول ارزیابی عملکرد موتور,2,21
کارشناس دفتر فنی حمل و نقل صنعتی,2,21
کارشناس مسوول امور مالی,2,24
کارشناس ارشد خدمات فنی ماشین آلات,2,21
کارشناس هماهنگ کننده سرمایه گذاری و امور شرکت ها,2,24
کارشناس کامپوننتهای اویونیکی سطح 4,2,21
کارشناس برنامه ریزی و تعالی سازمانی,2,24
کارشناس ساخت هواپیمای فوق سبک,2,21
کارشناس ارشداقتصادی,2,26
مشاور مدیرعامل گروه سایپا,2,24
کارشناس نرم افزار سیستمهای مکانیزه بهره برداری,2,25
کارشناس ارشدحفظنباتات,2,21
کارشناس سیویل و نقشه برداری,2,21
کارشناس مکانیک دفتر فنی فولادسازی,2,21
مهندس ارشد فرآیند مخازن,2,21
مهندس خدمات مهندسی مکانیک,2,21
مشاور و مسول هماهنگی امور ایثارگران,2,26
کارشناس ایمنی و بازرسی تجهیزات,2,21
کارشناس توسعه اقتصاد خلاق,2,26
کارشناس تکنولوژی و ساخت,2,21
کارشناس خرید قطعات یدکی ساخت خارج,2,24
